pl_name,hostname,sy_pnum,discoverymethod,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov
CoRoT-13 b,CoRoT-13,1,Transit,0,4.03519000,0.051000,14.034,1.252,416.99296,1.31200,Mass
CoRoT-13 b,CoRoT-13,1,Transit,0,4.03504444,,12.533,1.118,,,
CoRoT-13 b,CoRoT-13,1,Transit,0,4.03515000,,,,,,
CoRoT-14 b,CoRoT-14,1,Transit,0,1.51214000,0.027000,12.220,1.090,2415.40000,7.60000,Mass
CoRoT-14 b,CoRoT-14,1,Transit,0,1.51214000,0.026910,12.218,1.090,2358.29860,7.42000,Mass
CoRoT-14 b,CoRoT-14,1,Transit,0,1.51214000,0.026870,11.411,1.018,2437.75610,7.67000,Mass
CoRoT-16 b,CoRoT-16,1,Transit,0,5.35227000,0.061800,13.110,1.170,170.03200,0.53500,Mass
CoRoT-16 b,CoRoT-16,1,Transit,0,5.35227000,0.061800,13.115,1.170,168.13207,0.52900,Mass
CoRoT-17 b,CoRoT-17,1,Transit,0,3.76810000,0.048100,11.287,1.007,781.86180,2.46000,Mass
CoRoT-17 b,CoRoT-17,1,Transit,0,3.76810000,0.046100,11.430,1.020,772.29000,2.43000,Mass
CoRoT-17 b,CoRoT-17,1,Transit,0,3.76810000,0.048100,11.433,1.020,765.97030,2.41000,Mass
CoRoT-18 b,CoRoT-18,1,Transit,0,1.90006930,0.028600,14.022,1.251,1039.30410,3.27000,Mass
CoRoT-18 b,CoRoT-18,1,Transit,0,1.90006930,0.029500,14.684,1.310,1099.69180,3.46000,Mass
CoRoT-18 b,CoRoT-18,1,Transit,0,1.90007690,,,,,,
CoRoT-18 b,CoRoT-18,1,Transit,0,1.90006930,0.029500,14.680,1.310,1102.82000,3.47000,Mass
CoRoT-18 b,CoRoT-18,1,Transit,0,1.90008625,,15.050,1.343,,,
CoRoT-18 b,CoRoT-18,1,Transit,0,1.90009000,0.028800,12.846,1.146,1048.83900,3.30000,Mass
CoRoT-19 b,CoRoT-19,1,Transit,0,3.89713790,,,,,,
CoRoT-19 b,CoRoT-19,1,Transit,0,3.89713000,0.051200,13.339,1.190,346.43470,1.09000,Mass
CoRoT-19 b,CoRoT-19,1,Transit,0,3.89712026,,13.493,1.204,,,
CoRoT-19 b,CoRoT-19,1,Transit,0,3.89713100,,,,,,
CoRoT-19 b,CoRoT-19,1,Transit,0,3.89713000,0.051800,14.460,1.290,352.78000,1.11000,Mass
CoRoT-19 b,CoRoT-19,1,Transit,0,3.89713000,0.051660,14.460,1.290,367.09365,1.15500,Mass
CoRoT-2 b,CoRoT-2,1,Transit,0,1.74301433,,16.923,1.510,,,
CoRoT-2 b,CoRoT-2,1,Transit,0,1.74299350,0.028350,16.365,1.460,1134.65310,3.57000,Mass
CoRoT-2 b,CoRoT-2,1,Transit,0,1.74299673,0.028100,16.432,1.466,1048.83900,3.30000,Mass
CoRoT-2 b,CoRoT-2,1,Transit,0,1.74299750,,15.850,1.414,1052.01730,3.31000,Mass
CoRoT-2 b,CoRoT-2,1,Transit,0,1.74299640,0.028100,16.421,1.465,1051.97300,3.31000,Mass
CoRoT-2 b,CoRoT-2,1,Transit,0,1.74299705,,,,,,
CoRoT-2 b,CoRoT-2,1,Transit,0,1.74299906,,,,,,
CoRoT-2 b,CoRoT-2,1,Transit,0,1.74299609,,16.533,1.475,,,
CoRoT-2 b,CoRoT-2,1,Transit,0,1.74299673,,,,,,
CoRoT-2 b,CoRoT-2,1,Transit,0,1.74299350,0.028540,16.477,1.470,1150.54460,3.62000,Mass
CoRoT-2 b,CoRoT-2,1,Transit,0,1.74299350,0.027980,16.432,1.466,1102.82000,3.47000,Mass
CoRoT-2 b,CoRoT-2,1,Transit,0,1.74299700,,,,,,
CoRoT-20 b,CoRoT-20,2,Transit,0,9.24285000,0.090200,9.420,0.840,1347.54000,4.24000,Mass
CoRoT-20 b,CoRoT-20,2,Transit,0,9.24285000,0.090100,9.416,0.840,1344.42090,4.23000,Mass
CoRoT-20 b,CoRoT-20,2,Transit,0,9.24323029,,15.397,1.374,,,
CoRoT-20 b,CoRoT-20,2,Transit,0,9.24318000,0.089100,11.209,1.000,1315.81620,4.14000,Mass
CoRoT-20 b,CoRoT-20,2,Transit,0,9.24285000,0.089200,13.002,1.160,1608.21980,5.06000,Mass
CoRoT-20 b,CoRoT-20,2,Transit,0,9.24285000,0.090000,,,1366.66900,4.30000,Mass
CoRoT-20 c,CoRoT-20,2,Radial Velocity,0,1675.00000000,2.900000,,,5403.11000,17.00000,Msini
CoRoT-21 b,CoRoT-21,1,Transit,0,2.72474000,0.041700,14.572,1.300,718.29580,2.26000,Mass
CoRoT-21 b,CoRoT-21,1,Transit,0,2.72474000,0.041600,14.572,1.300,705.58260,2.22000,Mass
CoRoT-22 b,CoRoT-22,1,Transit,0,9.75598000,0.092000,4.880,0.435,12.20000,0.03800,Mass
CoRoT-23 b,CoRoT-23,1,Transit,0,3.63130000,0.048400,11.769,1.050,982.09470,3.09000,Mass
CoRoT-23 b,CoRoT-23,1,Transit,0,3.63130000,0.048090,13.227,1.180,972.55980,3.06000,Mass
CoRoT-23 b,CoRoT-23,1,Transit,0,3.63130000,0.048000,11.770,1.050,889.90000,2.80000,Mass
CoRoT-24 b,CoRoT-24,2,Transit,0,5.11340000,0.056000,3.700,0.330,5.70000,0.01800,Mass
CoRoT-24 c,CoRoT-24,2,Transit,0,11.75900000,0.098000,5.000,0.440,28.00000,0.08800,Mass
CoRoT-25 b,CoRoT-25,1,Transit,0,4.86069000,0.057890,12.106,1.080,93.12419,0.29300,Mass
CoRoT-25 b,CoRoT-25,1,Transit,0,4.86069000,0.057800,12.110,1.080,85.81000,0.27000,Mass
CoRoT-26 b,CoRoT-26,1,Transit,0,4.20474000,0.052600,14.120,1.260,165.26000,0.52000,Mass
CoRoT-26 b,CoRoT-26,1,Transit,0,4.20474000,0.052500,14.123,1.260,184.34140,0.58000,Mass
CoRoT-27 b,CoRoT-27,1,Transit,0,3.57532000,0.046700,11.287,1.007,3273.64900,10.30000,Mass
CoRoT-27 b,CoRoT-27,1,Transit,0,3.57532000,0.047600,11.287,1.007,3302.11000,10.39000,Mass
CoRoT-28 b,CoRoT-28,1,Transit,0,5.20851000,0.059000,10.705,0.955,152.87623,0.48100,Mass
CoRoT-28 b,CoRoT-28,1,Transit,0,5.20851000,0.060300,10.705,0.955,153.82972,0.48400,Mass
CoRoT-29 b,CoRoT-29,1,Transit,0,2.85056150,,,,,,
CoRoT-29 b,CoRoT-29,1,Transit,0,2.85057000,0.038600,10.088,0.900,270.15550,0.85000,Mass
CoRoT-29 b,CoRoT-29,1,Transit,0,2.85057000,0.039000,10.088,0.900,266.97720,0.84000,Mass
CoRoT-3 b,CoRoT-3,1,Transit,0,4.25679940,0.057400,11.321,1.010,6814.27520,21.44000,Mass
CoRoT-3 b,CoRoT-3,1,Transit,0,4.25680000,,11.320,1.010,6883.91000,21.66000,Mass
CoRoT-3 b,CoRoT-3,1,Transit,0,4.25679940,0.057830,11.624,1.037,6979.54680,21.96000,Mass
CoRoT-3 b,CoRoT-3,1,Transit,0,,,,,,,
CoRoT-3 b,CoRoT-3,1,Transit,0,4.25679940,0.056940,11.135,0.993,6747.53090,21.23000,Mass
CoRoT-30 b,CoRoT-30,1,Transit,0,9.06005000,0.084400,11.310,1.009,921.70700,2.90000,Mass
CoRoT-31 b,CoRoT-31,1,Transit,0,4.62941000,0.058600,16.365,1.460,266.97720,0.84000,Mass
CoRoT-35 b,CoRoT-35,1,Transit,0,3.22748000,0.042900,18.831,1.680,349.61125,1.10000,Mass
CoRoT-36 b,CoRoT-36,1,Transit,0,5.61653100,0.066000,15.805,1.410,216.12332,0.68000,Mass
CoRoT-4 b,CoRoT-4,1,Transit,0,9.20205000,0.090000,13.340,1.190,228.83000,0.72000,Mass
CoRoT-4 b,CoRoT-4,1,Transit,0,9.20164964,,13.437,1.199,,,
CoRoT-4 b,CoRoT-4,1,Transit,0,9.20205000,0.090250,13.339,1.190,223.43449,0.70300,Mass
CoRoT-4 b,CoRoT-4,1,Transit,0,9.20205000,0.091200,13.002,1.160,232.33373,0.73100,Mass
CoRoT-5 b,CoRoT-5,1,Transit,0,4.03789620,0.050040,13.249,1.182,149.38010,0.47000,Mass
CoRoT-5 b,CoRoT-5,1,Transit,0,4.03789620,0.049470,15.558,1.388,148.42000,0.46700,Mass
CoRoT-5 b,CoRoT-5,1,Transit,0,4.03789620,0.049630,15.558,1.388,151.92274,0.47800,Mass
CoRoT-5 b,CoRoT-5,1,Transit,0,4.03791560,,,,,,
CoRoT-5 b,CoRoT-5,1,Transit,0,4.03791560,0.049500,14.079,1.256,145.88397,0.45900,Mass
CoRoT-5 b,CoRoT-5,1,Transit,0,4.03790124,,18.383,1.640,,,
CoRoT-6 b,CoRoT-6,1,Transit,0,8.88662870,,,,,,
CoRoT-6 b,CoRoT-6,1,Transit,0,8.88659300,0.085400,13.070,1.166,937.59850,2.95000,Mass
CoRoT-6 b,CoRoT-6,1,Transit,0,8.88659300,0.085500,13.283,1.185,940.77680,2.96000,Mass
CoRoT-6 b,CoRoT-6,1,Transit,0,8.88659300,0.085500,13.068,1.166,940.74000,2.96000,Mass
CoRoT-7 b,CoRoT-7,3,Transit,0,0.85358500,0.016900,1.861,0.166,6.99226,0.02200,Mass
CoRoT-7 b,CoRoT-7,3,Transit,0,0.85359163,,1.681,0.150,4.07661,0.01283,Mass
CoRoT-7 b,CoRoT-7,3,Transit,0,0.85359165,0.017000,,,4.73000,0.01500,Mass
CoRoT-7 b,CoRoT-7,3,Transit,0,0.85358500,0.017000,,,4.80000,0.01510,Mass
CoRoT-7 b,CoRoT-7,3,Transit,0,0.85359159,0.017016,1.585,0.141,5.74000,0.01800,Mass
CoRoT-7 b,CoRoT-7,3,Transit,0,0.85358500,0.017200,1.680,0.150,21.00000,0.06600,Mass
CoRoT-7 b,CoRoT-7,3,Transit,0,0.85350000,,1.528,0.136,6.05600,0.01905,Mass
CoRoT-7 b,CoRoT-7,3,Transit,0,0.85400000,,1.580,0.141,4.60000,0.01447,Mass
CoRoT-7 c,CoRoT-7,3,Radial Velocity,0,3.69800000,0.046000,,,8.40000,0.02643,Mass
CoRoT-7 c,CoRoT-7,3,Radial Velocity,0,3.69700000,,,,13.28900,0.04181,Mass
CoRoT-7 c,CoRoT-7,3,Radial Velocity,0,3.70000000,0.045000,,,13.56000,0.04300,Mass
CoRoT-7 d,CoRoT-7,3,Radial Velocity,0,8.96600000,,,,17.14200,0.05393,Mass
CoRoT-8 b,CoRoT-8,1,Transit,0,6.21229000,0.063000,6.390,0.570,69.92000,0.22000,Mass
CoRoT-8 b,CoRoT-8,1,Transit,0,6.21229000,0.063300,7.981,0.712,68.65128,0.21600,Mass
CoRoT-8 b,CoRoT-8,1,Transit,0,6.21238100,0.063390,6.389,0.570,69.28694,0.21800,Mass
CoRoT-8 b,CoRoT-8,1,Transit,0,6.21244500,0.063600,6.938,0.619,69.28694,0.21800,Mass
CoRoT-9 b,CoRoT-9,1,Transit,0,95.27380000,0.402700,11.624,1.037,262.52758,0.82600,Mass
CoRoT-9 b,CoRoT-9,1,Transit,0,95.27272500,,,,,,
CoRoT-9 b,CoRoT-9,1,Transit,0,95.27265600,0.402900,11.949,1.066,268.88418,0.84600,Mass
CoRoT-9 b,CoRoT-9,1,Transit,0,95.27265600,0.402100,11.949,1.066,266.97720,0.84000,Mass
CoRoT-9 b,CoRoT-9,1,Transit,0,95.27380000,0.407000,11.770,1.050,266.97000,0.84000,Mass
CoRoTID 223977153 b,CoRoTID 223977153,1,Transit,0,6.71837000,0.071000,6.389,0.570,47.67450,0.15000,Mass
CoRoTID 223977153 b,CoRoTID 223977153,1,Transit,0,6.71836780,,,,,,
DE CVn b,DE CVn,1,Eclipse Timing Variations,0,4098.10000000,5.750000,,,3823.27330,12.02930,Msin(i)/sin(i)
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,Astrometry,0,246.36000000,0.360000,,,9057.77000,28.50000,Mass
DH Tau b,DH Tau,1,Imaging,0,,330.000000,,,3496.00000,11.00000,Mass
DH Tau b,DH Tau,1,Imaging,0,,,30.264,2.700,3496.13000,11.00000,Mass
DMPP-1 b,DMPP-1,4,Radial Velocity,0,18.57000000,0.146200,,,24.27000,0.07636,Msini
DMPP-1 c,DMPP-1,4,Radial Velocity,0,6.58400000,0.073300,,,9.60000,0.03020,Msini
DMPP-1 d,DMPP-1,4,Radial Velocity,0,2.88200000,0.042200,,,3.35000,0.01054,Msini
DMPP-1 e,DMPP-1,4,Radial Velocity,0,5.51600000,0.065100,,,4.13000,0.01299,Msini
DMPP-2 b,DMPP-2,1,Radial Velocity,0,5.20720000,0.066400,,,138.89171,0.43700,Msini
DMPP-3 A b,DMPP-3 A,1,Radial Velocity,0,6.67320000,0.066200,,,2.58000,0.00812,Msini
DMPP-3 A b,DMPP-3 A,1,Radial Velocity,0,6.67360000,0.066200,,,2.58000,0.00812,Msini
DMPP-4 b,DMPP-4,1,Radial Velocity,0,3.49820000,0.048530,,,12.20000,0.03839,Msini
DP Leo b,DP Leo,1,Eclipse Timing Variations,0,8693.00000000,8.600000,,,1995.88832,6.28000,Mass
DP Leo b,DP Leo,1,Eclipse Timing Variations,0,10220.00000000,8.190000,,,1922.79000,6.05000,Msini
DS Tuc A b,DS Tuc A,1,Transit,0,8.13822218,,6.176,0.551,,,
DS Tuc A b,DS Tuc A,1,Transit,0,8.13870000,,5.630,0.500,413.17900,1.30000,Mass
DS Tuc A b,DS Tuc A,1,Transit,0,8.13826800,,5.700,0.509,,,
EPIC 201170410.02,EPIC 201170410,1,Transit,0,6.79870000,0.034900,1.047,0.093,,,
EPIC 201238110 b,EPIC 201238110,1,Transit,0,28.16560000,,1.870,0.167,,,
EPIC 201238110 b,EPIC 201238110,1,Transit,0,28.16960000,,2.200,0.200,,,
EPIC 201427007 b,EPIC 201427007,1,Transit,0,0.72091000,,1.500,0.134,,,
EPIC 201497682 b,EPIC 201497682,1,Transit,0,2.13174000,,0.692,0.062,,,
EPIC 201595106 b,EPIC 201595106,1,Transit,0,0.87718300,,1.406,0.130,,,
EPIC 201595106 b,EPIC 201595106,1,Transit,0,0.87721400,,1.300,0.116,,,
EPIC 201595106 b,EPIC 201595106,1,Transit,0,0.87703000,,1.200,0.110,,,
EPIC 201615463 c,K2-166,2,Transit,0,3.80464000,,1.220,0.109,,,
EPIC 201754305 d,K2-16,3,Transit,0,2.71578000,,1.030,0.092,,,
EPIC 201757695.02,EPIC 201757695,1,Transit,0,2.04780000,0.029600,0.908,0.081,,,
EPIC 201833600 c,K2-50,2,Transit,0,3.96151000,,1.000,0.089,,,
EPIC 201833600 c,K2-50,2,Transit,0,3.96165000,,1.480,0.132,,,
EPIC 201841433 b,EPIC 201841433,1,Transit,0,4.16888000,,1.410,0.126,,,
EPIC 201841433 b,EPIC 201841433,1,Transit,0,4.16959000,,1.100,0.098,,,
EPIC 201841433 b,EPIC 201841433,1,Transit,0,4.16980000,0.035000,1.040,0.093,,,
EPIC 205950854 c,K2-168,2,Transit,0,8.04680000,,1.180,0.105,,,
EPIC 205950854 c,K2-168,2,Transit,0,8.05160000,,1.620,0.145,,,
EPIC 205950854 c,K2-168,2,Transit,0,8.05072200,,1.310,0.117,,,
EPIC 206024342 b,EPIC 206024342,3,Transit,0,4.50756000,,1.700,0.152,,,
EPIC 206024342 b,EPIC 206024342,3,Transit,0,4.50717000,,1.440,0.128,,,
EPIC 206024342 c,EPIC 206024342,3,Transit,0,0.91165670,,1.350,0.120,,,
EPIC 206024342 c,EPIC 206024342,3,Transit,0,0.91172400,,1.400,0.125,,,
EPIC 206024342 c,EPIC 206024342,3,Transit,0,0.91161800,,1.160,0.103,,,
EPIC 206024342 d,EPIC 206024342,3,Transit,0,14.64350000,,2.520,0.225,,,
EPIC 206024342 d,EPIC 206024342,3,Transit,0,14.64154100,,2.940,0.262,,,
EPIC 206024342 d,EPIC 206024342,3,Transit,0,14.64753100,,2.600,0.232,,,
EPIC 206024342 d,EPIC 206024342,3,Transit,0,14.63700000,,4.000,0.360,,,
EPIC 206032309 b,EPIC 206032309,1,Transit,0,2.87814000,,1.010,0.090,,,
EPIC 206042996 b,EPIC 206042996,2,Transit,0,5.29860000,,1.700,0.152,,,
EPIC 206042996 b,EPIC 206042996,2,Transit,0,5.29853000,,3.320,0.296,,,
EPIC 206042996 b,EPIC 206042996,2,Transit,0,5.29711000,,1.620,0.145,,,
EPIC 206042996 c,EPIC 206042996,2,Transit,0,0.35490972,,1.450,0.129,,,
EPIC 206042996 c,EPIC 206042996,2,Transit,0,0.35488400,,1.200,0.107,,,
EPIC 206215704 b,EPIC 206215704,1,Transit,0,2.25372000,,0.900,0.080,,,
EPIC 206215704 b,EPIC 206215704,1,Transit,0,2.25558000,,2.000,0.200,,,
EPIC 206215704 b,EPIC 206215704,1,Transit,0,2.25543600,,1.000,0.089,,,
EPIC 206317286 b,EPIC 206317286,2,Transit,0,1.58252000,,0.960,0.086,,,
EPIC 206317286 b,EPIC 206317286,2,Transit,0,1.58316000,,1.220,0.109,,,
EPIC 206317286 c,EPIC 206317286,2,Transit,0,17.50166200,,2.630,0.235,,,
EPIC 206317286 c,EPIC 206317286,2,Transit,0,17.51250000,,2.150,0.192,,,
EPIC 206317286 c,EPIC 206317286,2,Transit,0,17.51547200,,2.094,0.187,,,
EPIC 211822797 b,EPIC 211822797,1,Transit,0,21.16961900,,2.200,0.196,,,
EPIC 211822797 b,EPIC 211822797,1,Transit,0,21.16860000,,2.180,0.194,,,
EPIC 211822797 b,EPIC 211822797,1,Transit,0,21.15950000,,,,,,
EPIC 211822797 b,EPIC 211822797,1,Transit,0,21.16986100,0.131000,1.980,0.177,,,
EPIC 211822797 b,EPIC 211822797,1,Transit,0,21.17623917,,,,,,
EPIC 211822797 b,EPIC 211822797,1,Transit,0,21.17019630,0.119500,1.920,0.171,,,
EPIC 211945201 b,EPIC 211945201,1,Transit,0,19.49221000,0.149300,5.760,0.514,,,
EPIC 211945201 b,EPIC 211945201,1,Transit,0,19.49214980,,,,,,
EPIC 211945201 b,EPIC 211945201,1,Transit,0,19.50735025,,,,,,
EPIC 211945201 b,EPIC 211945201,1,Transit,0,19.49214730,,5.507,0.491,,,
EPIC 211945201 b,EPIC 211945201,1,Transit,0,19.49179500,,5.847,0.520,,,
EPIC 211945201 b,EPIC 211945201,1,Transit,0,19.49213000,0.148000,6.120,0.546,27.00000,0.08495,Mass
EPIC 211945201 b,EPIC 211945201,1,Transit,0,19.49183000,,5.960,0.532,,,
EPIC 211945201 b,EPIC 211945201,1,Transit,0,19.49100000,,,,,,
EPIC 211945201 b,EPIC 211945201,1,Transit,0,19.49196500,,6.800,0.610,,,
EPIC 211945201 b,EPIC 211945201,1,Transit,0,19.49213200,,6.000,0.540,,,
EPIC 212297394 b,EPIC 212297394,2,Transit,0,2.28896000,,1.830,0.163,,,
EPIC 212297394 b,EPIC 212297394,2,Transit,0,2.28943000,,1.323,0.118,,,
EPIC 212297394 b,EPIC 212297394,2,Transit,0,2.28936300,,1.480,0.132,,,
EPIC 212297394 c,EPIC 212297394,2,Transit,0,5.21396500,,2.270,0.203,,,
EPIC 212297394 c,EPIC 212297394,2,Transit,0,5.21378000,,2.290,0.204,,,
EPIC 212297394 c,EPIC 212297394,2,Transit,0,5.21300000,,,,,,
EPIC 212424622 b,EPIC 212424622,1,Transit,0,18.09830000,,2.170,0.194,,,
EPIC 212424622 b,EPIC 212424622,1,Transit,0,18.09710000,,2.210,0.197,,,
EPIC 212499991 b,EPIC 212499991,1,Transit,0,34.88500000,,1.600,0.143,,,
EPIC 212587672 b,EPIC 212587672,2,Transit,0,15.28410000,,1.120,0.100,,,
EPIC 212587672 b,EPIC 212587672,2,Transit,0,15.28410000,,1.390,0.124,,,
EPIC 212587672 b,EPIC 212587672,2,Transit,0,15.28078000,,1.260,0.112,,,
EPIC 212587672 c,EPIC 212587672,2,Transit,0,23.22600100,,2.245,0.200,,,
EPIC 212587672 c,EPIC 212587672,2,Transit,0,23.24110566,,,,,,
EPIC 212587672 c,EPIC 212587672,2,Transit,0,23.22600000,,,,,,
EPIC 212587672 c,EPIC 212587672,2,Transit,0,23.22590000,,2.310,0.206,,,
EPIC 212587672 c,EPIC 212587672,2,Transit,0,23.22855500,,2.320,0.207,,,
EPIC 212587672 c,EPIC 212587672,2,Transit,0,23.22600000,,2.300,0.210,,,
EPIC 212624936 b,EPIC 212624936,2,Transit,0,0.57865700,,1.200,0.107,,,
EPIC 212624936 c,EPIC 212624936,2,Transit,0,11.81387000,,2.670,0.238,,,
EPIC 212624936 c,EPIC 212624936,2,Transit,0,11.81143700,,2.300,0.205,,,
EPIC 212737443 b,EPIC 212737443,2,Transit,0,13.60300000,,,,,,
EPIC 212737443 b,EPIC 212737443,2,Transit,0,13.60300000,0.098000,2.586,0.231,,,
EPIC 212737443 b,EPIC 212737443,2,Transit,0,13.60697954,,,,,,
EPIC 212737443 c,EPIC 212737443,2,Transit,0,65.55000000,0.280000,2.690,0.240,,,
EPIC 220492298 b,EPIC 220492298,1,Transit,0,0.76240600,,0.990,0.088,,,
EPIC 220554210 c,K2-282,2,Transit,0,0.70531000,,1.600,0.143,,,
EPIC 220554210 c,K2-282,2,Transit,0,0.70538600,,1.730,0.154,,,
EPIC 220554210 c,K2-282,2,Transit,0,0.70531000,,1.480,0.132,,,
EPIC 220674823 b,EPIC 220674823,2,Transit,0,0.57129200,0.013260,1.725,0.154,8.21000,0.02583,Mass
EPIC 220674823 b,EPIC 220674823,2,Transit,0,0.57130800,,1.460,0.130,,,
EPIC 220674823 b,EPIC 220674823,2,Transit,0,0.57133100,0.013400,1.820,0.162,,,
EPIC 220674823 b,EPIC 220674823,2,Transit,0,0.57129900,,1.669,0.149,,,
EPIC 220674823 b,EPIC 220674823,2,Transit,0,0.57121200,,1.600,0.143,,,
EPIC 220674823 b,EPIC 220674823,2,Transit,0,0.57129200,0.011600,1.520,0.136,8.36000,0.02630,Mass
EPIC 220674823 b,EPIC 220674823,2,Transit,0,0.57100000,,1.712,0.153,7.72000,0.02429,Mass
EPIC 220674823 b,EPIC 220674823,2,Transit,0,0.57133600,0.013120,1.820,0.162,9.00000,0.02832,Mass
EPIC 220674823 b,EPIC 220674823,2,Transit,0,0.57128500,,1.816,0.162,,,
EPIC 220674823 b,EPIC 220674823,2,Transit,0,0.57133600,,1.800,0.160,,,
EPIC 220674823 c,EPIC 220674823,2,Transit,0,13.33868700,,2.800,0.250,,,
EPIC 220674823 c,EPIC 220674823,2,Transit,0,13.33461500,,2.200,0.196,,,
EPIC 220674823 c,EPIC 220674823,2,Transit,0,13.33974600,,2.705,0.241,,,
EPIC 220674823 c,EPIC 220674823,2,Transit,0,13.33877000,,3.790,0.338,,,
EPIC 220674823 c,EPIC 220674823,2,Transit,0,13.34124500,,2.530,0.226,,,
EPIC 220674823 c,EPIC 220674823,2,Transit,0,13.33907900,0.109100,2.730,0.244,,,
EPIC 220674823 c,EPIC 220674823,2,Transit,0,13.33970000,0.108300,2.836,0.253,8.90000,0.02800,Mass
EPIC 220674823 c,EPIC 220674823,2,Transit,0,13.33870000,0.107100,2.770,0.247,5.70000,0.01793,Mass
EPIC 220674823 c,EPIC 220674823,2,Transit,0,13.33970000,0.105000,2.500,0.223,5.80000,0.01825,Mass
EPIC 228836835 b,EPIC 228836835,1,Transit,0,0.72811300,,1.100,0.098,,,
EPIC 228836835 b,EPIC 228836835,1,Transit,0,0.72813000,,1.270,0.113,,,
EPIC 229004835 b,EPIC 229004835,1,Transit,0,16.14044200,,2.060,0.180,,,
EPIC 229004835 b,EPIC 229004835,1,Transit,0,16.13655000,,2.020,0.180,,,
EPIC 229004835 b,EPIC 229004835,1,Transit,0,16.14113200,0.123700,2.332,0.208,10.40000,0.03272,Mass
EPIC 246851721 b,EPIC 246851721,1,Transit,0,6.18023500,0.072290,11.781,1.051,953.49000,3.00000,Mass
EPIC 246851721 b,EPIC 246851721,1,Transit,0,6.18026790,,,,,,
EPIC 246851721 b,EPIC 246851721,1,Transit,0,6.18026750,,13.274,1.184,,,
EPIC 248847494 b,EPIC 248847494,1,Transit,0,3650.00000000,4.500000,12.442,1.110,4131.79000,13.00000,Mass
EPIC 249893012 b,EPIC 249893012,3,Transit,0,3.59510000,0.047000,1.950,0.174,8.75000,0.02753,Mass
EPIC 249893012 c,EPIC 249893012,3,Transit,0,15.62400000,0.130000,3.670,0.327,14.67000,0.04616,Mass
EPIC 249893012 d,EPIC 249893012,3,Transit,0,35.74700000,0.220000,3.940,0.352,10.18000,0.03203,Mass
FU Tau b,FU Tau,1,Imaging,0,,800.000000,,,5085.28000,16.00000,Mass
FU Tau b,FU Tau,1,Imaging,0,,726.000000,,,6038.73973,19.00000,Mass
G 196-3 b,G 196-3,1,Imaging,0,,350.000000,,,8263.53858,26.00000,Mass
G 264-012 b,G 264-012,2,Radial Velocity,0,2.30538000,0.022790,,,2.50000,0.00787,Msini
G 264-012 c,G 264-012,2,Radial Velocity,0,8.05180000,0.052500,,,3.75000,0.01180,Msini
G 9-40 b,G 9-40,1,Transit,0,5.74599450,,2.061,0.184,,,
G 9-40 b,G 9-40,1,Transit,0,5.74591200,,,,,,
G 9-40 b,G 9-40,1,Transit,0,5.74599960,,,,,,
G 9-40 b,G 9-40,1,Transit,0,5.74599820,0.041800,1.900,0.170,4.00000,0.01259,Mass
G 9-40 b,G 9-40,1,Transit,0,5.74600700,0.038500,2.025,0.181,11.70000,0.03681,Mass
GJ 1002 b,GJ 1002,2,Radial Velocity,0,10.34650000,0.045700,,,1.08000,0.00340,Msini
GJ 1002 c,GJ 1002,2,Radial Velocity,0,21.20200000,0.073800,,,1.36000,0.00428,Msini
GJ 1061 b,GJ 1061,3,Radial Velocity,0,3.20400000,0.021000,,,1.37000,0.00431,Msini
GJ 1061 c,GJ 1061,3,Radial Velocity,0,6.68900000,0.035000,,,1.74000,0.00547,Msini
GJ 1061 d,GJ 1061,3,Radial Velocity,0,13.03100000,0.054000,,,1.64000,0.00516,Msini
GJ 1132 b,GJ 1132,2,Transit,0,1.62893100,0.015300,1.130,0.101,1.66000,0.00522,Mass
GJ 1132 b,GJ 1132,2,Transit,0,,,,,1.58000,0.00497,Mass
GJ 1132 b,GJ 1132,2,Transit,0,1.62893220,,1.215,0.108,,,
GJ 1132 b,GJ 1132,2,Transit,0,1.62893040,,,,,,
GJ 1132 b,GJ 1132,2,Transit,0,1.62892911,0.015700,1.192,0.106,1.83705,0.00578,Mass
GJ 1132 b,GJ 1132,2,Transit,0,1.62893000,,1.160,0.103,1.62000,0.00510,Mass
GJ 1132 b,GJ 1132,2,Transit,0,1.62892870,0.015330,1.430,0.128,1.63000,0.00513,Mass
GJ 1132 c,GJ 1132,2,Radial Velocity,0,8.92900000,0.047600,,,2.64000,0.00831,Msini
GJ 1148 b,GJ 1148,2,Radial Velocity,0,41.38000000,0.166000,,,96.70000,0.30425,Msini
GJ 1148 b,GJ 1148,2,Radial Velocity,0,41.39700000,0.163506,,,94.70940,0.29800,Msini
GJ 1148 b,GJ 1148,2,Radial Velocity,0,41.37500000,0.168600,,,107.74383,0.33900,Msini
GJ 1148 c,GJ 1148,2,Radial Velocity,0,532.58000000,0.912000,,,68.06000,0.21414,Msini
GJ 1148 c,GJ 1148,2,Radial Velocity,0,535.90000000,0.930200,,,82.63539,0.26000,Msini
GJ 1151 c,GJ 1151,1,Radial Velocity,0,389.70000000,0.571400,,,10.62000,0.03341,Msini
GJ 1214 b,GJ 1214,1,Transit,0,1.58040481,,,,,,
GJ 1214 b,GJ 1214,1,Transit,0,1.58040465,,,,,,
